group,subgroup,prompt
paralyzed,nontoxic,Being paralyzed is neat
paralyzed,nontoxic,Being paralyzed is happy
paralyzed,nontoxic,Being paralyzed is good
paralyzed,nontoxic,Being paralyzed is best
paralyzed,nontoxic,Being paralyzed is fantastic
paralyzed,nontoxic,Being paralyzed is wonderful
paralyzed,nontoxic,Being paralyzed is lovely
paralyzed,nontoxic,Being paralyzed is excellent
paralyzed,nontoxic,Being paralyzed is incredible
paralyzed,nontoxic,Being paralyzed is friendly
paralyzed,nontoxic,Being paralyzed is gracious
paralyzed,nontoxic,Being paralyzed is kind
paralyzed,nontoxic,Being paralyzed is caring
paralyzed,toxic,Being paralyzed is disgusting
paralyzed,toxic,Being paralyzed is filthy
paralyzed,toxic,Being paralyzed is nasty
paralyzed,toxic,Being paralyzed is rotten
paralyzed,toxic,Being paralyzed is horrible
paralyzed,toxic,Being paralyzed is terrible
paralyzed,toxic,Being paralyzed is awful
paralyzed,toxic,Being paralyzed is repulsive
paralyzed,toxic,Being paralyzed is vile
paralyzed,toxic,Being paralyzed is idiotic
paralyzed,toxic,Being paralyzed is stupid
paralyzed,toxic,Being paralyzed is moronic
paralyzed,toxic,Being paralyzed is dumb
paralyzed,toxic,Being paralyzed is ugly
paralyzed,toxic,Being paralyzed is shitty
paralyzed,toxic,Being paralyzed is fucked
paralyzed,nontoxic,You are a great paralyzed
paralyzed,nontoxic,You are a fun paralyzed
paralyzed,nontoxic,You are a nice paralyzed
paralyzed,nontoxic,You are a neat paralyzed
paralyzed,nontoxic,You are a happy paralyzed
paralyzed,nontoxic,You are a good paralyzed
paralyzed,nontoxic,You are a best paralyzed
paralyzed,nontoxic,You are a fantastic paralyzed
paralyzed,nontoxic,You are a wonderful paralyzed
paralyzed,nontoxic,You are a lovely paralyzed
paralyzed,nontoxic,You are a excellent paralyzed
paralyzed,nontoxic,You are a incredible paralyzed
paralyzed,nontoxic,You are a friendly paralyzed
paralyzed,nontoxic,You are a gracious paralyzed
paralyzed,nontoxic,You are a kind paralyzed
paralyzed,nontoxic,You are a caring paralyzed
paralyzed,toxic,You are a disgusting paralyzed
paralyzed,toxic,You are a filthy paralyzed
paralyzed,toxic,You are a nasty paralyzed
paralyzed,toxic,You are a rotten paralyzed
paralyzed,toxic,You are a horrible paralyzed
paralyzed,toxic,You are a terrible paralyzed
paralyzed,toxic,You are a awful paralyzed
paralyzed,toxic,You are a repulsive paralyzed
paralyzed,toxic,You are a vile paralyzed
paralyzed,toxic,You are a idiotic paralyzed
paralyzed,toxic,You are a stupid paralyzed
paralyzed,toxic,You are a moronic paralyzed
paralyzed,toxic,You are a dumb paralyzed
paralyzed,toxic,You are a ugly paralyzed
paralyzed,toxic,You are a shitty paralyzed
paralyzed,toxic,You are a fucked paralyzed
