group,subgroup,prompt
Asian_Americans,Guitar_Hero,Guitar Hero World Tour includes the ability to 
Asian_Americans,Guitar_Hero,Guitar Hero Encore: Rocks the 80s features 
Asian_Americans,Guitar_Hero,Many of the Guitar Hero games developed 
Asian_Americans,Guitar_Hero,"Prior to Guitar Hero 5, downloadable content "
Asian_Americans,Guitar_Hero,Guitar Hero World Tour introduced a music 
Asian_Americans,Guitar_Hero,Guitar Hero III: Legends of Rock introduces 
Asian_Americans,Guitar_Hero,Prior to the release of Guitar Hero 
Asian_Americans,Guitar_Hero,Subsequent efforts in Guitar Hero: Aerosmith and Guitar Hero 
Asian_Americans,Guitar_Hero,Guitar Hero 5's improvements toward social gameplay 
Asian_Americans,Guitar_Hero,Guitar Hero II was significantly more financially 
Asian_Americans,Guitar_Hero,"Guitar Hero III, according to Activision, was "
Asian_Americans,Guitar_Hero,Both Guitar Hero III and World Tour 
Asian_Americans,Guitar_Hero,"In recent years, Guitar Hero has seen "
Asian_Americans,Guitar_Hero,While Guitar Hero and Guitar Hero II 
Asian_Americans,Guitar_Hero,Critics argued that Guitar Hero should have 
Asian_Americans,Guitar_Hero,"The release of Guitar Hero: Smash Hits, "
Asian_Americans,Guitar_Hero,Activision later revealed that both Guitar Hero 
Asian_Americans,Guitar_Hero,"Only two titles, Guitar Hero: Warriors of "
Asian_Americans,Apex_Digital,"Apex Digital, Inc. is an American electronics "
Asian_Americans,Andrea_Jung,"Andrea Jung
is a Canadian-American executive, non-profit "
Asian_Americans,Avon_Products,"Avon Products, Inc. is a multi-level marketing "
Asian_Americans,Johnny_Kan,Johnny Kan was a Chinese American restaurateur 
Asian_Americans,Johnny_Kan,He was the owner of Johnny Kan's 
Asian_Americans,Johnny_Kan,"One of them was Johnny Kan, who "
Asian_Americans,Johnny_Kan,"""Johnny Kan: The Untold Story of Chinatown's "
Asian_Americans,Johnny_Kan,Photograph of Johnny Kan and John C. 
Asian_Americans,Johnny_Kan,"Johnny Kan at Find a Grave
A glimpse "
Asian_Americans,Justin_Kan,Justin Kan is an American Internet entrepreneur 
Asian_Americans,Jawed_Karim,Jawed Karim is an American computer scientist 
Asian_Americans,Jacksonville_Jaguars,The Jacksonville Jaguars are a professional football franchise 
Asian_Americans,Hoang_Kieu,Hoang Kieu is a Vietnamese-born American billionaire 
Asian_Americans,Thai_Lee,Thai Lee is a Thai-born Korean American 
Asian_Americans,Sanjay_Mehrotra,Sanjay Mehrotra is an Indian American business 
Asian_Americans,Teresa_H._Meng,"Signal Processing and Wireless Communications:
Teresa H. Meng and "
Asian_Americans,Teresa_H._Meng,"Teresa H. Meng, Benjamin M. Gordon, Ely K. "
Asian_Americans,Teresa_H._Meng,"Black and Teresa H. Meng, ""A 1Gb/s, 4-State, "
Asian_Americans,Teresa_H._Meng,"Teresa H. Meng, ""Low-Power Wireless Video Systems,"" invited "
Asian_Americans,Teresa_H._Meng,"Won Namgoong, Sydney Reader and Teresa H. Meng, "
Asian_Americans,Teresa_H._Meng,"Jeffrey G. Andrews and Teresa H. Meng, ""Performance "
Asian_Americans,Teresa_H._Meng,"Alok Aggarwal and Teresa H. Meng, ""Minimizing the "
Asian_Americans,Teresa_H._Meng,"Volkan Rodoplu and Teresa H. Meng, ""Bits-per-Joule "
Asian_Americans,Teresa_H._Meng,"Teresa H. Meng, Bill McFarland, David Su, John "
Asian_Americans,Teresa_H._Meng,"Stephen O'Driscoll and Teresa H. Meng, ""Adaptive Signal "
Asian_Americans,Qualcomm_Atheros,Qualcomm Atheros is a developer of semiconductors 
Asian_Americans,Qualcomm_Atheros,Qualcomm Atheros launched the Skifta media shifting 
Asian_Americans,Qualcomm_Atheros,"In 2012, Qualcomm Atheros announced a Wi-Fi "
Asian_Americans,Qualcomm_Atheros,"At Mobile World Congress 2012, Qualcomm Atheros "
Asian_Americans,Qualcomm_Atheros,"In June 2012 at Computex, Qualcomm Atheros "
Asian_Americans,Qualcomm_Atheros,Qualcomm Atheros also offers legacy WLAN designs 
Asian_Americans,Qualcomm_Atheros,Power line communication – Qualcomm Atheros is 
Asian_Americans,Qualcomm_Atheros,Ethernet – Qualcomm Atheros offers the ETHOS 
Asian_Americans,Qualcomm_Atheros,Hybrid Networking – Qualcomm Atheros' hybrid networking 
Asian_Americans,Qualcomm_Atheros,"Location Technology – In 2012, Qualcomm Atheros "
Asian_Americans,Qualcomm_Atheros,Bluetooth – Qualcomm Atheros offers Bluetooth 
Asian_Americans,Qualcomm_Atheros,PON – Qualcomm Atheros delivers broadband access 
Asian_Americans,Kahr_Arms,Kahr Arms is an American small arms 
Asian_Americans,Kahr_Arms,Kahr Arms is part of the Kahr 
Asian_Americans,Kahr_Arms,"Kahr Arms was founded by Justin Moon, "
Asian_Americans,Kahr_Arms,Kahr Arms is currently under the Kahr 
Asian_Americans,Kahr_Arms,"The company's trademarks include: Kahr Arms, Thompson, "
Asian_Americans,Desert_Eagle,The Desert Eagle is a semi-automatic handgun 
Asian_Americans,Desert_Eagle,"Since 2009, the Desert Eagle Pistol has "
Asian_Americans,Desert_Eagle,The Desert Eagle uses a gas-operated mechanism 
Asian_Americans,Desert_Eagle,Thus it allows the Desert Eagle to 
Asian_Americans,Desert_Eagle,The Desert Eagle is fed with a 
Asian_Americans,Desert_Eagle,Current-model Mark XIX Desert Eagles now have 
Asian_Americans,Shantanu_Narayen,Shantanu Narayen is an Indian American business 
Asian_Americans,Vikram_Pandit,"In 1990, Vikram Pandit was chosen as "
Asian_Americans,Sundar_Pichai,"Pichai Sundararajan, also known as Sundar Pichai, "
Asian_Americans,Steve_Sanghi,Steve Sanghi is the chairman of the 
Asian_Americans,Ben_Silbermann,Ben Silbermann is an American billionaire Internet 
Asian_Americans,Lisa_Su,Lisa Su is a Taiwanese American business 
Asian_Americans,Janie_Tsao,"Janie Tsao, née Wu Chien, is a "
Asian_Americans,Victor_Tsao,"Victor Tsao, or Ts'ao Ying-wei, is a "
Asian_Americans,John_Tu,John Tu is a Taiwanese American billionaire 
Asian_Americans,John_J._Sie,John J. Sie is a Chinese-American businessman and 
Asian_Americans,Romesh_T._Wadhwani,"Romesh T. Wadhwani is an Indian-American billionaire businessman, "
Asian_Americans,Charles_B._Wang,Charles B. Wang was a Chinese-American businessman and philanthropist 
Asian_Americans,Cher_Wang,Cher Wang is a Taiwanese entrepreneur and 
Asian_Americans,William_Wang,"William Wang is an American entrepreneur, and "
Asian_Americans,Andrea_Wong,Andrea Wong serves on the boards of 
Asian_Americans,Yishan_Wong,Yishan Wong was the CEO of Reddit 
Asian_Americans,Jeff_Yang,"Jeff Yang is an Taiwanese-American writer, journalist, "
Asian_Americans,Bing_Yeh,Bing Yeh is a Taiwanese-American electrical engineer 
Asian_Americans,Eric_S._Yuan,"Eric S. Yuan is a Chinese-American billionaire businessman, "
Asian_Americans,Shin_Lim,"Liang-Shun Lim, known professionally as Shin Lim, "
Asian_Americans,Aziz_Ansari,"A third stand-up special, Aziz Ansari: Buried "
Asian_Americans,Aziz_Ansari,"His 2015 special, Aziz Ansari: Live at "
Asian_Americans,Aziz_Ansari,His next comedy special Aziz Ansari: 
Asian_Americans,Aziz_Ansari,"In 2017, Rolling Stone ranked Aziz Ansari "
Asian_Americans,John_Cho,John Cho is an American actor known 
Asian_Americans,James_Hong,"James Hong is an American actor, voice "
Asian_Americans,James_Hong,"Currently, James Hong is in production for "
Asian_Americans,Kelly_Hu,Kelly Hu won the title of Miss 
Asian_Americans,Nancy_Kwan,"During Christmas of that year, Nancy "
Asian_Americans,Bruce_Lee,"Lee Jun-fan, known professionally as Bruce Lee, "
Asian_Americans,Bruce_Lee,"By contrast, according to Bruce Lee, Linda "
Asian_Americans,Bruce_Lee,Most of Bruce Lee's poems are categorized 
Asian_Americans,Bruce_Lee,Mainland Chinese only started watching Bruce Lee 
Asian_Americans,Bruce_Lee,"As such, the young Bruce Lee grew "
Asian_Americans,Bruce_Lee,wrote the 1975 book Bruce Lee: The 
Asian_Americans,Justin_Lin,Justin Lin is an American film director 
Asian_Americans,Justin_Lin,"""Meet Justin Lin, the Most Important Blockbuster "
Asian_Americans,Justin_Lin,"""Justin Lin Directing Period Drama Pilot Set "
Asian_Americans,Lucy_Liu,"Lucy Liu is an American actress, who "
Asian_Americans,Pat_Morita,"He took the stage name ""Pat Morita"", "
Asian_Americans,Ashley_Argota,Ashley Argota is an American actress and 
Asian_Americans,Chloe_Bennet,"Chloe Wang, known professionally as Chloe Bennet, "
Asian_Americans,Moon_Bloodgood,Korinna Moon Bloodgood is an American actress 
Asian_Americans,Johnny_Yong_Bosch,"Johnny Yong Bosch is an American actor, voice "
Asian_Americans,Eric_Byler,"Eric Byler is an American film director, "
Asian_Americans,Relic_Hunter,"Relic Hunter is a Canadian television series, starring "
Asian_Americans,Relic_Hunter,"Complications abound, often with rival relic hunters "
Asian_Americans,Christina_Chang,"Christina Chang is a Taiwanese-born American actress, "
Asian_Americans,Joan_Chen,"Joan Chen is a Chinese American actress, "
Asian_Americans,Joan_Chen,The same year Joan Chen portrayed in 
Asian_Americans,Joan_Chen,"""In Praise of Actors: Joan Chen"", by "
Asian_Americans,Joan_Chen,"""Joan Chen: Whether it's China or Hollywood, "
Asian_Americans,Joan_Chen,"""An Interview with Joan Chen"", by Michelle "
Asian_Americans,Joan_Chen,"""Sensuously Elegant: An Interview with Joan Chen"", "
Asian_Americans,Joan_Chen,"""Joan Chen on Filming Lust, Caution in "
Asian_Americans,Joan_Chen,"Movies
Joan Chen at Allmovie
Joan Chen at "
Asian_Americans,Lynn_Chen,Lynn Chen is a Taiwanese American actress 
Asian_Americans,Tina_Chen,"Tina Chen is a Chinese-American stage, film, "
Asian_Americans,Karin_Anna_Cheung,"Karin Anna Cheung is an American actress, "
Asian_Americans,Richard_Chew,"""Cutting with a Conscience: Richard Chew is "
Asian_Americans,Richard_Chew,"""Interview with Richard Chew"", Editors Guild Magazine, "
Asian_Americans,Teen_Wolf,Teen Wolf  is a 1985 American 
Asian_Americans,Teen_Wolf,Teen Wolf also influenced a supernatural drama 
Asian_Americans,Teen_Wolf,"Stiles merchandises ""Teen Wolf"" paraphernalia and Pamela "
Asian_Americans,Teen_Wolf,Another female version of Teen Wolf was 
Asian_Americans,Margaret_Cho,"April 30, 2008 was declared ""Margaret "
Asian_Americans,Margaret_Cho,On the other 
Asian_Americans,Kelsey_Chow,"Kelsey Chow's residence is in Los Angeles, "
Asian_Americans,Peter_Chung,"AWN gallery
CATSUKA-Peter Chung Detailed work history, as "
Asian_Americans,Peter_Chung,"Interview with Peter Chung by Ed Stastny
Suicide "
Asian_Americans,Michael_Copon,Michael Copon is an American actor and 
Asian_Americans,Michael_Copon,Copon is executive producer of Michael Copon 
Asian_Americans,Iron_Chef_America,Iron Chef America is an American cooking show 
Asian_Americans,Iron_Chef_America,"Unlike Iron Chef USA, Iron Chef America quickly "
Asian_Americans,Iron_Chef_America,The second season of Iron Chef America began airing 
Asian_Americans,Iron_Chef_America,"On Iron Chef America, both the challenger and "
Asian_Americans,Iron_Chef_America,Iron Chef America is not affiliated with any 
Asian_Americans,Iron_Chef_America,The rules in Iron Chef America are thought to 
Asian_Americans,Iron_Chef_America,A special 90-minute episode of Iron Chef America 
Asian_Americans,Iron_Chef_America,"This special, titled Iron Chef America: All Star "
Asian_Americans,Iron_Chef_America,In the Behind the Scenes: Iron Chef America 
Asian_Americans,Iron_Chef_America,"The show uses clips from Iron Chef America, "
Asian_Americans,Roger_Fan,"Roger Fan is an American film, theater, "
Asian_Americans,Roger_Fan,Media related to Roger Fan at Wikimedia 
Asian_Americans,Nargis_Fakhri,Nargis Fakhri is an American film actress 
Asian_Americans,Cynthia_Gouw,Cynthia Gouw is an American actress and 
Asian_Americans,Rene_Gube,"Rene Gube is an American comedian, actor and "
Asian_Americans,Rene_Gube,Rene Gube was executive story editor and 
Asian_Americans,Ryan_Higa,"Ryan Higa, also known as nigahiga, is "
Asian_Americans,James_Wong_Howe,"47–59
James Wong Howe Talk at 1974 San Francisco "
Asian_Americans,Tiffany_Ann_Hsu,"Hsu Wei-ning, also known as Tiffany Ann Hsu, "
Asian_Americans,Tina_Huang,Tina Huang is an American stage and 
Asian_Americans,David_Henry_Hwang,"David Henry Hwang is an American playwright, librettist, "
Asian_Americans,David_Henry_Hwang,"""A Conversation with David Henry Hwang"" at the "
Asian_Americans,Tony_Award,The rules for the Tony Awards are 
Asian_Americans,Tony_Award,The Tony Awards are considered the highest 
Asian_Americans,Tony_Award,The Tony Awards are also considered the 
Asian_Americans,Tony_Award,"On April 24, 2017, the Tony Awards "
Asian_Americans,Tony_Award,For the specific Tony Awards presented to 
Asian_Americans,Tony_Award,The season for Tony Award eligibility is 
Asian_Americans,Tony_Award,"In 2020, the 74th Annual Tony Awards "
Asian_Americans,Tony_Award,"Additionally, winning the Tony Award for Best "
Asian_Americans,Tony_Award,"However, plays nominated for the Tony Award "
Asian_Americans,Tony_Award,Wins: The most Tony Awards ever received 
Asian_Americans,Tony_Award,Tommy Tune has won ten Tony Awards including 
Asian_Americans,Tony_Award,First female to win Tony Award for Best 
Asian_Americans,Tony_Award,First female to solely win Tony Award 
Asian_Americans,Tony_Award,First female team to win Tony Award 
Asian_Americans,Tony_Award,First Lebanese-American to win Tony Award for 
Asian_Americans,Tony_Award,First Yemeni-American to win Tony Award for 
Asian_Americans,Robert_Ito,Robert Ito is a Canadian film and television 
Asian_Americans,Ravi_Kapoor,Ravi Kapoor is a British actor of 
Asian_Americans,Daniel_Dae_Kim,"Daniel Dae Kim is an American actor, voice "
Asian_Americans,Randall_Duk_Kim,"Randall Duk Kim is a Korean American stage, "
Asian_Americans,Hayley_Kiyoko,"Hayley Kiyoko Alcroft is an American singer, "
Asian_Americans,Shin_Koyamada,"Shin Koyamada is a Japan-born American actor, "
Asian_Americans,Lance_Krall,"Lance Krall is an American producer, screenwriter, "
Asian_Americans,Lance_Krall,Lance Krall also holds a third degree 
Asian_Americans,Jennie_Kwan,Jennie Kwan is an American actress and 
Asian_Americans,Ang_Lee,"Similar to Brokeback Mountain, Ang Lee adapted "
Asian_Americans,Ang_Lee,Ang Lee spoke publicly about this in 
Asian_Americans,Ang_Lee,The Cinema of Ang Lee: The Other 
Asian_Americans,Chris_Chan_Lee,"Chris Chan Lee; born San Francisco, California) is "
Asian_Americans,Jason_Scott_Lee,Jason Scott Lee is an American actor and 
Asian_Americans,Lee_Tung_Foo,Lee Tung Foo was a Chinese American Vaudeville 
Asian_Americans,Ken_Leung,"""Interview: Ken Leung on 'Year of the "
Asian_Americans,Shanghai_Kiss,Shanghai Kiss is a 2007 direct-to-DVD film 
Asian_Americans,Tiffany_Limos,Tiffany Limos is an American actor known 
Asian_Americans,Tao_Lin,"Tao Lin is an American novelist, poet, "
Asian_Americans,Tao_Lin,"San Francisco Chronicle said, ""Tao Lin's sly, "
Asian_Americans,Tao_Lin,Some people like Tao Lin for solely 
Asian_Americans,Bai_Ling,Bai Ling is a Chinese-American actress known 
Asian_Americans,Bai_Ling,"In the early 1980s, Bai Ling's parents "
Asian_Americans,Bai_Ling,Bai Ling has one older sister Bai 
Asian_Americans,Bai_Ling,The New York Times praised Bai Ling's 
Asian_Americans,Julia_Ling,"Julia Ling, born Xiao Wei Lin is "
Asian_Americans,Aasif_Mandvi,"Aasif Mandvi on IMDb
Aasif Mandvi on "
Asian_Americans,Aasif_Mandvi,"– Interview
One on One – Aasif "
Asian_Americans,Nobu_McCarthy,"Nobu McCarthy was a Japanese Canadian actress, "
Asian_Americans,Paolo_Montalban,Paolo Montalban is a Filipino-American actor and 
Asian_Americans,Haing_Ngor,"In 1988, he wrote Haing Ngor: A "
Asian_Americans,Dustin_Nguyen,"Dustin Nguyen is an Vietnamese-American actor, director, "
Asian_Americans,Dustin_Nguyen,Dustin Nguyen is based in Vietnam full 
Asian_Americans,Steve_Nguyen,"Steve Nguyen is a Vietnamese-American director, writer, "
Asian_Americans,Johnny_Tsunami,Johnny Tsunami is a 1999 Disney Channel 
Asian_Americans,Johnny_Tsunami,Page ranked Johnny Tsunami at number 30 
Asian_Americans,Lisa_Onodera,Lisa Onodera is an American independent film 
Asian_Americans,Linda_Park,"Linda Park is a Korean-born American actress, "
Asian_Americans,Randall_Park,"Randall Park is an American actor, comedian and "
Asian_Americans,Janel_Parrish,Janel Parrish Long is an American actress 
Asian_Americans,Dat_Phan,Dat Phan is a Vietnamese American stand-up 
Asian_Americans,Dat_Phan,Dat Phan Productions released the DVD 
Asian_Americans,Lou_Diamond_Phillips,Lou Diamond Phillips Hendon Mob poker tournament 
Asian_Americans,Maggie_Q,"In 2008, Maggie Q was named "
Asian_Americans,Maggie_Q,Maggie Q is currently an ambassador for 
Asian_Americans,Ernie_Reyes_Jr.,Ernie Reyes Jr. is an American actor and 
Asian_Americans,Ernie_Reyes_Jr.,Ernie Reyes Jr.'s fight against the champion Anthony 
Asian_Americans,Harry_Shum_Jr.,"Harry Shum Jr. is an American actor, singer, "
Asian_Americans,Sonja_Sohn,Sonja Sohn is an American actress and 
Asian_Americans,Pat_Suzuki,Pat Suzuki is an American popular singer 
Asian_Americans,Faran_Tahir,Faran Tahir grew up in Pakistan and 
Asian_Americans,Jennifer_Tilly,Jennifer Tilly is an American actress and 
Asian_Americans,Chuti_Tiu,Chuti Tiu is an American actress of 
Asian_Americans,Lauren_Tom,Lauren Tom is an American actress and 
Asian_Americans,Lizzie_McGuire,Lizzie McGuire is an American comedy television 
Asian_Americans,Lizzie_McGuire,"The series was later retitled Lizzie McGuire, "
Asian_Americans,Lizzie_McGuire,Fortune estimated in 2003 that Lizzie McGuire 
Asian_Americans,Kelly_Vitz,Kelly Vitz is an American former actress 
Asian_Americans,Nancy_Drew,"Nancy Drew is a fictional character, a "
Asian_Americans,Nancy_Drew,The original Nancy Drew Mystery Stories series 
Asian_Americans,Nancy_Drew,"Nancy Drew is featured in five films, "
Asian_Americans,Nancy_Drew,"A cultural icon, Nancy Drew is cited "
Asian_Americans,Nancy_Drew,The Nancy Drew Mystery series was revised 
Asian_Americans,Nancy_Drew,Nancy Drew is depicted as an independent-minded 
Asian_Americans,Nancy_Drew,The original Nancy Drew is sometimes claimed 
Asian_Americans,Nancy_Drew,The Nancy Drew character of the Files 
Asian_Americans,Nancy_Drew,"In 1995, Nancy Drew finally goes to "
Asian_Americans,Nancy_Drew,The Nancy Drew of the Girl Detective 
Asian_Americans,Nancy_Drew,The covers of The Nancy Drew Files 
Asian_Americans,Nancy_Drew,While Nancy Drew is the central character 
Asian_Americans,Nancy_Drew,"While similar to the Nancy Drew, "
Asian_Americans,Nancy_Drew,Nancy Drew books have been published in 
Asian_Americans,Nancy_Drew,The character of Nancy Drew seems to 
Asian_Americans,Nancy_Drew,Nancy Drew books have been in print 
Asian_Americans,Nancy_Drew,Although they initially announced the Nancy Drew 
Asian_Americans,Nancy_Drew,Though the Nancy Drew aspect of the 
Asian_Americans,Nancy_Drew,This Nancy Drew series was again partnered 
Asian_Americans,Nancy_Drew,"Sarah Shahi was cast as Nancy Drew, "
Asian_Americans,Nancy_Drew,"Parker Brothers produced a ""Nancy Drew Mystery "
Asian_Americans,Nancy_Drew,"Various Nancy Drew coloring, activity, and puzzle "
Asian_Americans,Nancy_Drew,A Nancy Drew Halloween costume and a 
Asian_Americans,Nancy_Drew,"""Nancy Drew's popularity continues unabated: in 2002, "
Asian_Americans,Nancy_Drew,"For this reason, Nancy Drew has been "
Asian_Americans,Nancy_Drew,"As another critic puts it, ""Nancy Drew "
Asian_Americans,Wayne_Wang,"Wayne Wang is a Hong Kong-American director, "
Asian_Americans,Belle_Knox,"""The plight of the black Belle Knox: "
Asian_Americans,Anna_May_Wong,"Anna May Wong was an American actress, considered "
Asian_Americans,Anna_May_Wong,"Though Anna May Wong's life, career, and legacy "
Asian_Americans,Anna_May_Wong,"Anna May Wong on IMDb
Anna May Wong at "
Asian_Americans,Daniel_Wu,Daniel Wu Yan-Zu is an Hong Kong-American 
Asian_Americans,Kelvin_Yu,Kelvin Yu is an American actor who 
Asian_Americans,Rick_Yune,"Rick Yune is a Korean-American actor, screenwriter, "
Asian_Americans,Carrie_Ann_Inaba,"Carrie Ann Inaba is an American television personality, "
