group,subgroup,prompt
judaism,Conservative_Judaism,"The United Synagogue of Conservative Judaism, covering "
judaism,Conservative_Judaism,The Women's League for Conservative Judaism is 
judaism,Conservative_Judaism,"Conservative Judaism: Our Ancestors To Our Descendants, "
judaism,Humanistic_Judaism,Humanistic Judaism is a  Jewish movement 
judaism,Humanistic_Judaism,"The Society for Humanistic Judaism has 10,000 "
judaism,Humanistic_Judaism,The International Institute for Secular Humanistic Judaism 
judaism,Humanistic_Judaism,"The International Institute for Secular Humanistic Judaism, "
judaism,Humanistic_Judaism,The Society for Humanistic Judaism was organized 
judaism,Humanistic_Judaism,Humanistic Judaism ordains both men and women 
judaism,Humanistic_Judaism,The Society for Humanistic Judaism issued a 
judaism,Humanistic_Judaism,"In 2004, the Society for Humanistic Judaism "
judaism,Orthodox_Judaism,Orthodox Judaism is a collective term for 
judaism,Orthodox_Judaism,Orthodox Judaism therefore advocates a strict observance 
judaism,Orthodox_Judaism,Orthodox Judaism is not a centralized 
judaism,Orthodox_Judaism,"In total, Orthodox Judaism is the largest "
judaism,Orthodox_Judaism,"Like other traditional, non-liberal religions, Orthodox Judaism "
judaism,Haredi_Judaism,Haredi Judaism consists of groups within Orthodox 
judaism,Modern_Orthodox_Judaism,Modern Orthodox Judaism is a movement within Orthodox 
judaism,Reconstructionist_Judaism,Reconstructionist Judaism  is a modern Jewish 
judaism,Reconstructionist_Judaism,Reconstructionist Judaism is the first major movement 
judaism,Reform_Judaism,Reform Judaism is a major Jewish denomination 
judaism,Reform_Judaism,The origins of Reform Judaism lie in 
judaism,Reform_Judaism,"From its beginning, Reform Judaism attempted to "
judaism,Reform_Judaism,"In its early stages, when Reform Judaism "
judaism,Reform_Judaism,The Religious Action Center of Reform Judaism 
judaism,Reform_Judaism,The North American Union for Reform Judaism 
judaism,Reform_Judaism,"In 2010, the Movement for Reform Judaism "
judaism,Second_Temple_Judaism,Second Temple Judaism is Judaism between the construction 
judaism,Second_Temple_Judaism,An Introduction to Second Temple 
christianity,Christianity,Christianity is an Abrahamic monotheistic religion 
christianity,Christianity,Christianity began as a Second Temple 
christianity,Christianity,Emperor Constantine the Great decriminalized Christianity 
christianity,Christianity,The early history of Christianity's united 
christianity,Christianity,Christianity played a prominent role in 
christianity,Christianity,"Following the Age of Discovery, Christianity "
christianity,Christianity,Christianity is growing in Africa and 
christianity,Christianity,"Frequently in Western Christianity, the hands "
christianity,Christianity,"Christianity regards the biblical canon, the "
christianity,Christianity,The presence of Christianity in Africa 
christianity,Christianity,King Tiridates III made Christianity the 
christianity,Christianity,"At that point, Christianity was still "
christianity,Christianity,Christianity's limited tolerance of Jews was 
christianity,Christianity,"Despite the declining numbers, Christianity remains "
christianity,Christianity,It is also reported that Christianity 
christianity,Christianity,Many even attribute Christianity for being 
christianity,Christianity,Christianity has had a significant impact 
christianity,Christianity,"Historically, Christianity has often been a "
christianity,Christianity,The civilizing influence of Christianity includes 
christianity,Christianity,"In the 2nd century, Christianity was "
christianity,Christianity,"Encyclopædia Britannica
Religion & Ethics – Christianity "
christianity,Eastern_Christianity,Eastern Christianity comprises  church families that 
christianity,Eastern_Christianity,Eastern Christianity in the 21st century consists 
christianity,Eastern_Christianity,"Major branches or families of Eastern Christianity, "
christianity,Eastern_Christianity,"Volume 5, Eastern "
christianity,Eastern_Christianity,"""Eastern Christianity in the United "
christianity,Eastern_Christianity,The Blackwell Companion to Eastern 
christianity,Spiritual_Christianity,"The term ""Spiritual Christianity"" refers to ""folk "
christianity,Western_Christianity,Western Christianity is one of two sub-divisions 
christianity,Western_Christianity,Western Christianity is composed of the Latin 
christianity,Western_Christianity,"Thus, the term ""Western Christianity"" does not "
christianity,Western_Christianity,"As such, the adjectives ""Western Christianity"" and "
christianity,Western_Christianity,In Western Christianity's  original area Latin 
christianity,Western_Christianity,"""Over the centuries, disagreements separated Western Christianity "
christianity,Christian_deism,Christian deism is a standpoint in the 
christianity,Christian_deism,Christian deism is one of several branches 
christianity,Christian_deism,"But a radical anti-Christian Deism, militant in "
christianity,Christian_deism,These two commandments through Christian deism were 
christianity,Christian_deism,Christian deism is therefore based on appreciation 
christianity,Christian_deism,Christian deism is opposed to the doctrine 
christianity,Christian_Zionism,Christian Zionism is a belief among some 
christianity,Christian_Zionism,Popular interest in Christian Zionism was given 
christianity,Christian_Zionism,Political Zionism and Christian Zionism are biblically 
christianity,Christian_Zionism,It criticizes Christian Zionism as an obstacle 
christianity,Christian_Zionism,"In Defending Christian Zionism, David Pawson, a "
christianity,Progressive_Christianity,"Progressive Christianity is a ""post-liberal movement"" within "
christianity,Progressive_Christianity,"Progressive Christianity represents a post-modern theological approach, "
christianity,Progressive_Christianity,Progressive Christianity draws on the insights of 
christianity,Progressive_Christianity,"the article, ""Grassroots Progressive Christianity: A Quiet "
christianity,Progressive_Christianity,"• As Wolsey mentions, Progressive Christianity ""leans "
christianity,Progressive_Christianity,So Progressive Christianity is often characterized by 
christianity,Christian_fundamentalism,Christian fundamentalism began in the late 19th 
christianity,Christian_fundamentalism,Christian fundamentalism has also been linked to 
christianity,Christian_Reconstructionism,Christian reconstructionism is a fundamentalist Reformed theonomic 
christianity,Christian_Reconstructionism,"Most Reformed Christians, however, disavow Christian reconstructionism "
christianity,Christian_Reconstructionism,Prominent advocates of Christian reconstructionism have written 
christianity,Christian_Reconstructionism,"Conversely, Christian reconstructionism's founder, Rousas Rushdoony, wrote "
christianity,Christian_Science,Christian Science is a set of beliefs 
christianity,Christian_Science,"The book became Christian Science's central text, "
christianity,Christian_Science,Christian Science became the fastest growing religion 
christianity,Christian_Science,There are key differences between Christian Science 
christianity,Christian_Science,Critics of Christian Science blame the religion's 
christianity,Christian_Science,She suggested that Christian Science was a 
christianity,Christian_Science,Christian Science was defined by Eddy as 
christianity,Christian_Science,"Eddy allowed exceptions from Christian Science prayer, "
christianity,Christian_Science,"She described Christian Science healing as ""Christ "
christianity,Christian_Science,By the end of 1886 Christian Science 
christianity,Christian_Science,In 1890 there were seven Christian Science 
christianity,Christian_Science,His first article about Christian Science was 
christianity,Christian_Science,"""There is nothing in Christian Science that "
christianity,Christian_Science,"Christian Science did not have missionaries, so "
christianity,Christian_Science,There are also Christian Science nursing 
christianity,Christian_Science,In Australia the Christian Science church was 
christianity,Christian_Science,The church sent a Christian Science nurse 
christianity,Christian_Science,Otherwise the first Christian Science church in 
christianity,Churches_of_Christ,Churches of Christ are autonomous Christian congregations associated 
christianity,Churches_of_Christ,"For the Churches of Christ, practices not present "
christianity,Churches_of_Christ,"There are now Churches of Christ in Africa, "
christianity,Churches_of_Christ,Modern Churches of Christ have their historical roots 
christianity,Churches_of_Christ,Churches of Christ typically offer open communion offering 
christianity,Churches_of_Christ,"In 2000, the Churches of Christ were the "
christianity,Churches_of_Christ,"Churches of Christ had a presence in 2,429 "
christianity,Churches_of_Christ,"Churches of Christ purposefully have no central headquarters, "
christianity,Churches_of_Christ,Churches of Christ are linked by their shared 
christianity,Churches_of_Christ,Churches of Christ hold to the priesthood of 
christianity,Churches_of_Christ,Churches of Christ emphasize that there is no 
christianity,Churches_of_Christ,Churches of Christ seek to practice the principle 
christianity,Churches_of_Christ,Churches of Christ generally see the Bible as 
christianity,Churches_of_Christ,Churches of Christ hold the view that humans 
christianity,Churches_of_Christ,Churches of Christ argue that historically immersion was 
christianity,Churches_of_Christ,While Churches of Christ do not describe baptism 
christianity,Churches_of_Christ,However members of the Churches of Christ reject 
christianity,Churches_of_Christ,Churches of Christ have historically practiced a cappella 
christianity,Churches_of_Christ,Many leaders argue that the Churches of Christ 
christianity,Churches_of_Christ,Because Churches of Christ reject all formalized creeds 
christianity,Churches_of_Christ,Churches of Christ do tend to elaborate certain 
christianity,Churches_of_Christ,Churches of Christ have moved away from premillennialism 
christianity,Churches_of_Christ,Mainstream and conservative churches of Christ bar membership 
christianity,Churches_of_Christ,"For the Churches of Christ, any practices not "
christianity,Churches_of_Christ,The instrumental Christian Churches and Churches of Christ 
christianity,Churches_of_Christ,"Among the Churches of Christ, Marshall Keeble became "
christianity,Churches_of_Christ,Notable Churches of Christ hymn writers have included 
christianity,Churches_of_Christ,Churches of Christ grew up independently in several 
christianity,Churches_of_Christ,While early Churches of Christ in Australia saw 
christianity,Churches_of_Christ,"The name ""Churches of Christ"" was formally adopted "
christianity,Churches_of_Christ,The Association of Churches of Christ in Britain 
christianity,Churches_of_Christ,Many people in more traditional Churches of Christ 
christianity,Churches_of_Christ,Fellowship of Churches of Christ in Great Britain 
christianity,Christian_mysticism,Christian mysticism refers to mystical practices and 
christianity,Esoteric_Christianity,Esoteric Christianity is an ensemble of Christian 
christianity,Esoteric_Christianity,Important influences on Esoteric Christianity are the 
christianity,Esoteric_Christianity,Esoteric Christianity or the Lesser 
christianity,Christian_Kabbalah,"Christian Kabbalah ""reinterpreted Kabbalistic doctrine to a "
christianity,Christian_Kabbalah,Later Christian Kabbalah is mostly based on 
christianity,Christian_Kabbalah,): The Christian Kabbalah: Jewish Mystical Books 
christianity,Christian_Kabbalah,"Dan, Joseph: Modern Times: The Christian "
christianity,Christian_Kabbalah,"""The Genesis of Christian Kabbalah - Early "
christianity,Christian_Kabbalah,"""Christian "
christianity,Christian_Universalism,Christian universalism is a school of Christian 
christianity,Christian_Universalism,The term Christian universalism was used in 
christianity,Christian_Universalism,"""The remaining central beliefs of Christian universalism "
christianity,Christian_Universalism,"In the context of Christian universalism, theosis— "
christianity,Christian_Universalism,Christian Universalism largely passed into obscurity for 
christianity,Christian_Universalism,Liberal Christian Universalism emphasizes the all-inclusive love 
christianity,Christian_Universalism,"About the current state of Christian Universalism, "
christianity,Nondenominational_Christianity,Nondenominational Christianity consists of churches which typically 
christianity,Jewish_Christian,Jewish Christians were the followers of a 
christianity,Jewish_Christian,Many see the term Jewish Christians as 
christianity,Jewish_Christian,Jewish Christianity is the foundation of Early 
christianity,Jewish_Christian,"Jewish Christians drifted apart from mainstream Judaism, "
christianity,Jewish_Christian,"According to McGrath, Jewish Christians, as faithful "
christianity,Jewish_Christian,"""Jewish Christians were the original members of "
christianity,Jewish_Christian,"As Christianity grew and developed, Jewish Christians "
christianity,Jewish_Christian,Jewish Christians like the Ebionites had an 
christianity,Jewish_Christian,Jewish Christians continued to worship in synagogues 
christianity,Jewish_Christian,Jewish Christians continued to worship in synagogues 
christianity,Jewish_Christian,"These Jewish Christians, originally the central group "
christianity,Jewish_Christian,"Some Jewish Christian groups, such as the "
christianity,Jewish_Christian,Some Jewish Christians also refer to themselves 
christianity,Church_of_God_and_Saints_of_Christ,The Church of God and Saints of Christ is a Black Hebrew 
christianity,Church_of_God_and_Saints_of_Christ,"The Church of God and Saints of Christ, headquarters in Belleville, VA, "
christianity,Church_of_God_and_Saints_of_Christ,"In 2001, the Church of God and Saints of Christ was led "
christianity,Israelite_Church_of_God_in_Jesus_Christ,"The Israelite Church of God in Jesus Christ, formerly known as the "
christianity,Israelite_Church_of_God_in_Jesus_Christ,The Israelite Church of God in Jesus Christ claims that blacks who 
christianity,Christian_Identity,"Christian Identity is a racist, anti-Semitic, and "
christianity,Christian_Identity,Christian Identity beliefs were primarily developed and 
christianity,Christian_Identity,Christian Identity holds that all non-whites will 
christianity,Christian_Identity,"However, Christian Identity, which emerged in the "
christianity,Christian_Identity,Links between Christian Identity and the Ku 
christianity,Christian_Identity,Numerous Christian Identity churches preach similar 
christianity,Christian_Identity,Swift quickly converted him to Christian 
christianity,Christian_Identity,Lesser figures participated as Christian Identity theology 
christianity,Christian_Identity,The Christian Identity movement first received widespread 
christianity,Christian_Identity,Due to the promotion of Christian Identity 
christianity,Christian_Identity,The primary spread of Christian Identity teachings 
christianity,Christian_Identity,Christian Identity beliefs were primarily developed and 
christianity,Christian_Identity,"An early Christian Identity teacher, Wesley "
christianity,Christian_Identity,No single document expresses the Christian Identity 
christianity,Christian_Identity,Christian Identity adherents assert that the white 
christianity,Christian_Identity,The Christian Identity movement thus seeks alternative 
christianity,Christian_Identity,"In short, Christian Identity adherents believe that "
christianity,Christian_Identity,Christian Identity followers believe that Adam and 
christianity,Christian_Identity,A seminal influence on the Christian Identity 
christianity,Christian_Identity,"As a general rule, Christian Identity followers "
christianity,Christian_Identity,Some Christian Identity adherents follow the Mosaic 
christianity,Christian_Identity,Some Christian Identity writers criticize modern Bible 
christianity,Christian_Identity,"Unlike many Protestant Fundamentalists, Christian Identity adherents "
christianity,Christian_Identity,Christian Identity is also adhered to by 
christianity,Christian_Identity,South African branches of Christian Identity have 
christianity,Christian_Identity,"God and Race: British-Israelism and Christian Identity, "
christianity,Christian_Identity,Christian Identity: The Aryan American Bloodline 
islam,Islam,"Islam ""submission [to God]"") is an "
islam,Islam,"Islam teaches that God is merciful, "
islam,Islam,The primary scriptures of Islam are 
islam,Islam,"Like other Abrahamic religions, Islam also "
islam,Islam,The Islamic Golden Age refers to 
islam,Islam,Islam is the fastest-growing major religion 
islam,Islam,"The word ""Islam"" can be used "
islam,Islam,"Islam rejects polytheism and idolatry, as "
islam,Islam,"In Islam, God is beyond all "
islam,Islam,"""Islam teaches that the creation of "
islam,Islam,"In Islam, just as in Judaism "
islam,Islam,Islamic theology says that all of 
islam,Islam,"In Islam, the ""normative"" example of "
islam,Islam,Mystical traditions in Islam place these 
islam,Islam,Another kind of charity in Islam 
islam,Islam,The Islamic revival of the late 
islam,Islam,A jurist who interprets Islamic law 
islam,Islam,Most families in the Islamic world 
islam,Islam,Islamic hygienic practices mainly fall into 
islam,Islam,Islamic burial rituals include saying the 
islam,Islam,"In fact, In Islamic tradition, the "
islam,Islam,"In Islam, the observance of moral "
islam,Islam,One typical Islamic teaching on morality 
islam,Islam,The fundamental moral qualities in Islam 
islam,Islam,"As a religion, Islam emphasizes the "
islam,Islam,"In Islam, justice is not only "
islam,Islam,Currently no government conforms to Islamic 
islam,Islam,"Although some converted to Islam, the "
islam,Islam,Many early converts to Islam were 
islam,Islam,Sunni Islam and Shia Islam thus 
islam,Islam,"However, Islamic law would not be "
islam,Islam,The Ghaznavid dynasty was an Islamic 
islam,Islam,"Conversion to Islam, however, was not "
islam,Islam,"Throughout this expanse, Islam blended with "
islam,Islam,"Under the Ottoman Empire, Islam spread "
islam,Islam,The wealthy Islamic Bengal Sultanate was 
islam,Islam,Liberal Islam is a movement that 
islam,Islam,Islamist groups such as the Muslim 
islam,Islam,"In Turkey, the Islamist AK Party "
islam,Islam,"The Organisation of Islamic Cooperation, consisting "
islam,Islam,"Shia Islam has several branches, the "
islam,Islam,Mahdavia is an Islamic sect that 
islam,Islam,Islam is the second largest religion 
islam,Islam,Islam is set to grow faster 
islam,Islam,Growth rates of Islam in Europe 
islam,Islam,"Finally, ""Islamic civilization"" may also refer "
islam,Islam,Islamic holy days fall on fixed 
islam,Islam,The most important Islamic festivals are 
islam,Islam,Islamic salvation optimism and its carnality 
islam,Islam,Islam's sensual descriptions of paradise led 
islam,Islam,Dante does not blame Islam as 
islam,Islamism,Islamism is a concept whose meaning 
islam,Islamism,"In academic usage, the term Islamism "
islam,Islamism,Another major division within Islamism is 
islam,Islamism,"Olivier Roy argues that ""Sunni pan-Islamism "
islam,Islamism,Daniel Pipes describes Islamism as a 
islam,Islamism,Moderate strains of Islamism have been 
islam,Islamism,Moderate Islamism is characterized by pragmatic 
islam,Islamism,"As such, post-Islamism is not anti-Islamic, "
islam,Islamism,"There, Muslim Brothers' Islamism had synthesized "
islam,Islamism,The Symbolic Scenarios of Islamism: A 
islam,Islamism,Islamism: Contested Perspectives on Political 
islam,Islamism,
islam,Shia_Islam,Shia Islam or Shi'ism is one of 
islam,Shia_Islam,A person observing Shia Islam is called 
islam,Shia_Islam,Shia Islam is based on Muhammad's 
islam,Shia_Islam,"Historians dispute the origin of Shia Islam, "
islam,Shia_Islam,Shia Islam embodies a completely independent system 
islam,Sunni_Islam,Sunni Islam is the largest denomination of 
islam,Sunni_Islam,Sunni Islam is sometimes referred to as 
islam,Sunni_Islam,Sunni Islam does not have a formal 
islam,Sunni_Islam,Many traditional scholars saw Sunni Islam in 
islam,Sunni_Islam,"Additionally, classical Sunni Islam also outlined numerous "
islam,Sunni_Islam,The key beliefs of classical Sunni Islam 
islam,Islamic_Modernism,Islamic Modernism is a movement that has 
islam,Islamic_Modernism,One expression of Islamic Modernism is that 
islam,American_Society_of_Muslims,The American Society of Muslims was a predominantly African-American 
islam,American_Society_of_Muslims,Finally it settled on the American Society of Muslims.In 
islam,Nation_of_Islam,The Nation of Islam is an African American 
islam,Nation_of_Islam,He took over the Nation of Islam's headquarters 
islam,Nation_of_Islam,"His goal, according to the Nation of Islam, "
islam,Nation_of_Islam,Many other Nation of Islam members were similarly 
islam,Nation_of_Islam,"At the time, Nation of Islam was founded "
islam,Nation_of_Islam,He worked to rebuild the Nation of Islam 
islam,Nation_of_Islam,"Under Farrakhan's leadership, the Nation of Islam tried "
islam,Nation_of_Islam,The Nation of Islam teaches that black people 
islam,Nation_of_Islam,The Nation of Islam teaches that intermarriage or 
islam,Nation_of_Islam,"""The Nation of Islam has repeatedly denied charges "
islam,Nation_of_Islam,The Nation of Islam points to the Quran: 
islam,Nation_of_Islam,"""The Nation of "
islam,United_Nation_of_Islam,The United Nation of Islam is an African American 
islam,Muslim_Canadian_Congress,The Muslim Canadian Congress was organized to provide 
islam,Canadian_Muslim_Union,The Canadian Muslim Union is a registered not-for-profit 
islam,Progressive_British_Muslims,Progressive British Muslims was a group of Liberal 
islam,Progressive_Muslim_Union,The Progressive Muslim Union of North America was 
islam,Progressive_Muslim_Union,The Progressive Muslim Union is the result of 
islam,Tolu-e-Islam,"Tolu-e-Islam, also known as Bazm-e-Tolu-e-Islam, is "
islam,Tolu-e-Islam,"The words Tolu-e-Islam, meaning ""dawn"" or "
islam,Tolu-e-Islam,Tolu-e-Islam seeks to propagate the Quranic 
islam,Non-denominational_Muslim,A non-denominational Muslim is a Muslim who 
islam,Non-denominational_Muslim,Non-denominational Muslims have been adopted by some 
islam,Non-denominational_Muslim,Sahelian non-denominational Muslims have demonstrated an aversion 
islam,Non-denominational_Muslim,"Nonetheless, other non-denominational Muslims, expressly, in a "
islam,Non-denominational_Muslim,Some laymen non-denominational Muslims exhibit hostility towards 
islam,Non-denominational_Muslim,Some non-denominational Muslims consider their unaffiliated stance 
islam,Non-denominational_Muslim,"According to MCA, non-denominational Muslims also deemphasize "
islam,Non-denominational_Muslim,They have also depicted non-denominational Muslims as 
islam,Non-denominational_Muslim,"In 2013, there were 156 non-denominational Muslim "
islam,Non-denominational_Muslim,Those who are non-denominational Muslim have seen 
hinduism,Hinduism,Even among Hinduism denominations such as 
hinduism,Hindu_denominations,Hindu denominations are traditions within  Hinduism 
hinduism,Hindu_denominations,A notable feature of Hindu denominations is 
hinduism,Hinduism_in_Indonesia,"Hinduism in Indonesia, as of the 2010 census, "
hinduism,Hinduism_in_Indonesia,"Traditionally, Hinduism in Indonesia had a pantheon of "
hinduism,Hindu_reform_movements,"Several contemporary groups, collectively termed Hindu reform movements "
hinduism,Hindu_philosophy,"Hindu philosophy refers to philosophies, world views "
hinduism,Hindu_philosophy,The orthodox schools of Hindu philosophy have 
hinduism,Hindu_philosophy,"Hindu philosophy recognizes many types of Yoga, "
hinduism,Hinduism_by_country,Estimates of Hinduism by country reflects this diversity 
hinduism,Balinese_Hinduism,Balinese Hinduism is the form of Hinduism 
hinduism,Balinese_Hinduism,Balinese Hinduism has been formally recognized by 
buddhism,Buddhism,Buddhism is the world's fourth-largest religion 
buddhism,Buddhism,"Buddhism encompasses a variety of traditions, "
buddhism,Buddhism,Two major extant branches of Buddhism 
buddhism,Buddhism,Theravada Buddhism has a widespread following 
buddhism,Buddhism,"Tibetan Buddhism, which preserves the Vajrayana "
buddhism,Buddhism,"In Buddhism, dukkha is one of "
buddhism,Buddhism,"Buddhism, like other major Indian religions, "
buddhism,Buddhism,Samsara in Buddhism is considered to 
buddhism,Buddhism,According to Buddhism there ultimately is 
buddhism,Buddhism,Buddhism asserts that there is nothing 
buddhism,Buddhism,"In Buddhism, dependent arising is referring "
buddhism,Buddhism,"In early Buddhism, it was commonly "
buddhism,Buddhism,"Similarly, in Theravada Buddhism, it often "
buddhism,Buddhism,"In Theravada Buddhism, a Buddha is "
buddhism,Buddhism,Mahāyāna Buddhism holds that these other 
buddhism,Buddhism,All forms of Buddhism generally reveres 
buddhism,Buddhism,In early Buddhism and in Theravada 
buddhism,Buddhism,"In Buddhism, states Harvey, the doctrine "
buddhism,Buddhism,"In Zen Buddhism for example, one "
buddhism,Buddhism,"Likewise, in Indo-Tibetan Buddhism, the ""Stages "
buddhism,Buddhism,Tibetan Buddhism sometimes adds a fourth 
buddhism,Buddhism,Insight in Mahāyāna Buddhism also includes 
buddhism,Buddhism,"In Nichiren Buddhism, devotion to the "
buddhism,Buddhism,"In the East Asian Buddhism, most "
buddhism,Buddhism,The modern study of early Buddhism 
buddhism,Buddhism,Buddhism was one among several Indian 
buddhism,Buddhism,Buddhism may have spread only slowly 
buddhism,Buddhism,The Kushans patronised Buddhism throughout their 
buddhism,Buddhism,Kushan support helped Buddhism to expand 
buddhism,Buddhism,"Buddhism spread to Khotan, the Tarim "
buddhism,Buddhism,Buddhism also flourished under the support 
buddhism,Buddhism,This new esoteric form of Buddhism 
buddhism,Buddhism,"""Already during this later era, Buddhism "
buddhism,Buddhism,"From China, Buddhism was introduced into "
buddhism,Buddhism,Pure Land Buddhism also became popular 
buddhism,Buddhism,"During the Middle Ages, Buddhism slowly "
buddhism,Buddhism,Theravada Buddhism was the dominant religion 
buddhism,Buddhism,"The Buddhism practised in Tibet, the "
buddhism,Buddhism,Tantric Buddhism is largely concerned with 
buddhism,Buddhism,"In Indo-Tibetan Buddhism, Buddhist institutions are "
buddhism,Buddhism,Japanese Buddhism also went through a 
buddhism,Buddhism,"The English words such as Buddhism, "
buddhism,Buddhism,Influential figures on post-war Western Buddhism 
buddhism,Buddhism,"Buddhism has spread across the world, "
buddhism,Buddhism,While Buddhism in the West is 
buddhism,Buddhism,These new forms of Buddhism are 
buddhism,Buddhism,Ambedkar's Buddhism rejects the foundational doctrines 
buddhism,Buddhism,Ambedkar's Navayana Buddhism considers these as 
buddhism,Buddhism,Modern Buddhist movements include Secular Buddhism 
buddhism,Buddhism,"According to Litian Fang, Buddhism has "
buddhism,Buddhism,The influence of Buddhism on psychology 
buddhism,Buddhism,"According to Johnson and Grim, Buddhism "
buddhism,Buddhism,Buddhism in the America is primarily 
buddhism,Chan_Buddhism,Chan Buddhism spread from China south to 
buddhism,Chan_Buddhism,Chan Buddhism survived in Tibet for several 
buddhism,Seon_Buddhism,"Seon Buddhism, represented chiefly by the Jogye "
buddhism,Seon_Buddhism,A main characteristic of Seon Buddhism is 
buddhism,Seon_Buddhism,Joseon Buddhism was first condensed to Seon 
buddhism,Won_Buddhism,Won Buddhism can be regarded either as 
buddhism,Won_Buddhism,"""Korea's Won Buddhism: is it really a "
buddhism,Won_Buddhism,"""Won Buddhism: A synthesis of the moral "
buddhism,Won_Buddhism,"""Sot`aesan's Creation of Won Buddhism through the "
buddhism,Won_Buddhism,"McBride, Richard D. ""Won Buddhism"", in Religions "
buddhism,Won_Buddhism,"""Won Buddhism"", in Encyclopedia of Buddhism, edited "
buddhism,Schools_of_Buddhism,The schools of Buddhism are the various institutional 
buddhism,Nichiren_Buddhism,Nichiren Buddhism is a branch of Mahayana 
buddhism,Nichiren_Buddhism,The Gohonzon used in Nichiren Buddhism is 
buddhism,Nichiren_Buddhism,Within Nichiren Buddhism there are two major 
buddhism,Nichiren_Buddhism,"Briefly, the basic practice of Nichiren Buddhism "
buddhism,Nichiren_Buddhism,"In the modern period, Nichiren Buddhism experienced "
